rep_id,beta,syn_id,cam_id,arena_id,mean_trt,var_trt,low_diet,high_diet,assemble_date,date_start,time_start,cat_pre_wt,date_end_camera,time_end_camera,cat_post_wt,cat_dead_cam_end,pupation_date,pupal_weight,pupated_cam_end,eclosure_date,sex,death_date,deformed_adult,notes,temperature,session_id,error,premature_camera_end,camera_cutoff,surv_time,RGR,pupated,eclosed,time_to_pupation,time_to_eclosure,adult_time,pupation_time,repID,area_herb,var_toxic_12,shape_1,scale_1,shape_2,scale_2,shape_3,scale_3,shape_4,scale_4,kappa1_1,kappa2_1,kappa1_2,kappa2_2,kappa1_3,kappa2_3,kappa1_4,kappa2_4,on_toxic,sl_mean_obs,ta_mean_obs,sl_kurt_obs,ta_kurt_obs,prop_explore,s1.less_toxic.est,s2.less_toxic.est,s1.less_toxic.se,s2.less_toxic.se,mean_toxic_conc,observed_dead
97,-5,beta-5_id27,6,6,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.1237,2023-12-15T05:00:00Z,10:04:00,0.2465,0,2023-12-15T05:00:00Z,0.2093,1,2024-01-03T05:00:00Z,male,2024-01-08T05:00:00Z,0,NA,21,4,0,0,265628,28,0.007709683720659365,1,1,4,23,5,19,rep97,11412,0.27601527826802413,0.9635989684680456,158.1134500439013,1.3043023956837283,39.844896914788016,1.6877433256236831,3.185626091727344,1.3754606284179314,5.149830777399953,0.3413293766517946,-0.4488539101195747,-0.33996553049035533,-0.5040518145771715,0.3241679840088158,0.6709486222671288,0.3787381343133701,0.12952625833495424,0.09487951807228916,13.35088580993453,-0.06389128422433492,85.05050510533724,1.5718387264497446,0.1115923806266061,0.12699133800170714,0.4207616596207578,0.34206376571610814,0.26654280738968983,0.5888538380651945,1
98,0,beta0_id30,7,7,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.008,2023-12-16T05:00:00Z,18:00:00,0.0368,0,2023-12-23T05:00:00Z,0.2355,0,2024-01-09T05:00:00Z,female,2024-01-22T05:00:00Z,0,NA,21,4,0,0,436830,42,0.012573932739591178,1,1,12,29,13,17,rep98,3114,0.08488223475893993,0.8888163084206457,115.81642852621306,0.6328792540204342,344.2518704736656,1.8524333249807976,3.006420861379957,2.238025537044575,2.161280593925656,0.3673512059115148,0.555725071828863,-0.02526987564213217,0.5192323316180983,0.15712011447490942,0.07615262235447096,0.3766931446400373,0.23818736309694152,0.2765957446808511,30.33105289493444,0.263744817947609,32.657519510432195,1.6131309578151003,0.19836703852844603,NA,NA,NA,NA,1.2074502247912653,1
99,5,beta5_id25,8,8,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.0591,2023-12-16T05:00:00Z,18:00:00,0.2713,0,2023-12-17T05:00:00Z,0.2178,0,2024-01-03T05:00:00Z,female,2024-01-11T05:00:00Z,0,NA,21,4,0,0,436825,31,0.01255694283372288,1,1,6,23,8,17,rep99,18562,0.4431002315356885,0.41275956179879386,45.34500160222136,0.5436666823738849,21.152508599814823,1.7639091410636416,3.930383044287112,2.0343398200249205,3.9243723655649223,-0.48141096561233926,0.19987114114289312,-1.2905888756605006,-0.13110226990036866,0.8670696925509529,0.27939019462292725,0.646830936262957,0.28872350563138593,0.3231597845601436,11.91273498127901,0.1330913517510964,165.93813995249087,1.6451532438132055,0.38987949994628146,0.04516162123821725,-0.1567036256626576,0.32973472476092347,0.3113663504711621,0.32916711561254175,1
100,0,beta0_id28,9,9,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.0661,2023-12-16T05:00:00Z,13:40:00,0.2769,0,2023-12-16T05:00:00Z,0.237,1,2024-01-03T05:00:00Z,male,2024-01-13T05:00:00Z,0,NA,21,4,0,0,406914,33,0.012239997294098052,1,1,5,23,10,18,rep100,17605,0.5728347814347022,0.9842655381213044,44.398990937204175,1.018162802470294,37.5425068675902,0.7822128902336434,11.724469878730844,1.556525073683794,5.2929760321622465,0.0769220473759038,0.2117715899685184,0.4771377577415338,0.437018411860317,0.2039252608335572,0.18870607662760697,0.3853315598389925,0.382370518104005,0.26141885325558795,15.204376144237138,-0.00736161952320183,64.25694100547989,1.5836073465422909,0.26733738085942754,0.06191883527460296,0.4771038504039093,0.1801898741440444,0.2505888478337023,0.5939221811985231,1
101,5,beta5_id27,10,10,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.0113,2023-12-16T05:00:00Z,18:00:00,0.051,0,2023-12-23T05:00:00Z,0.2895,0,NA,NA,2024-01-22T05:00:00Z,0,NA,21,4,0,0,436831,12,0.012417107171156532,1,0,12,NA,NA,NA,rep101,3588,0.4256986951836357,0.9095887469605468,53.838649201678855,0.5931845019821937,132.51571465922015,1.7647854602376245,3.715848558791093,1.5069784764122869,4.46120815568307,0.0481751908924225,0.21129107746285536,-0.2477588724042448,0.07243790687821045,0.4339757238989673,0.3186248746020932,0.45947827447461737,0.30406866842410174,0.3346883468834688,18.83507869153222,0.12410215054501005,80.24790539435776,1.530017958051744,0.1661733627179958,-0.2022708458281425,1.806568891697982,0.6744497514328309,0.6963689176434642,0.09085841694537346,0
102,5,beta5_id31,11,11,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.0556,2023-12-16T05:00:00Z,18:00:00,0.2509,0,2023-12-16T05:00:00Z,0.2188,0,2024-01-03T05:00:00Z,female,2024-01-15T05:00:00Z,0,NA,21,4,0,0,436831,35,0.012415857611501017,1,1,5,23,12,18,rep102,16520,0.26536461270617406,0.8330883936164625,37.57044713601687,1.055309846060689,19.07245498750656,1.0402507446185754,4.919608433747174,1.587265112881966,3.8275518951118785,0.08807143776034873,0.09587516689890768,-0.00933710022870693,0.32675939005005133,0.15882399020175075,0.01745627341553896,0.3252718016076874,0.32774131839484055,0.10263157894736842,10.929004619737162,0.21213032175666047,143.22821173087868,1.6937543341153345,0.302670355159437,0.1049885690683634,0.3654178524780347,0.3338208843482548,0.3197851088349193,0.2329297820823244,1
103,5,beta5_id26,12,12,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.0213,2023-12-16T05:00:00Z,18:00:00,0.0458,0,NA,NA,0,NA,NA,2023-12-18T05:00:00Z,0,NA,21,4,0,0,436834,7,0.006307967742966986,0,0,NA,NA,NA,NA,rep103,401,0.1679702961558399,0.8057694928539824,812.8424886873432,0.8599304175509641,1075.4541118427323,1.0688029234836691,9.897470046886117,0.8757422163883977,11.078999858528778,0.4820958996254162,0.5115936308234114,-0.02623750169566158,0.2544547148118669,0.44788278711520424,0.4548124015192221,0.4173070821485706,0.2483392456367621,0.4702258726899384,48.0811209221578,-0.02938131757346496,26.905183833653147,1.5225372394674013,0.1374571548244773,-0.14774556394583482,-0.11794349110247572,0.22703281944043496,0.2690666849524907,0.8117206982543641,1
104,0,beta0_id31,13,13,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.066,2023-12-16T05:00:00Z,13:40:00,0.2553,0,2023-12-16T05:00:00Z,0.2196,1,2024-01-03T05:00:00Z,male,2024-01-07T05:00:00Z,0,NA,21,4,0,0,368716,27,0.011558968233161602,1,1,5,23,4,18,rep104,20845,0.08939969769171165,1.118941686265292,79.78313393718506,1.1546583028128563,302.9098606679667,1.1610742778205838,6.890583536108471,1.177176519556066,7.378174826533588,-0.2677056581937374,0.1557549727811899,0.15856556901483287,-0.23231242696076215,0.37727393528890674,0.4299970771408481,0.3973313023291795,0.3051481833365836,0.167420814479638,17.07850173443447,0.12180937355518312,97.16998746231184,1.5802965423533235,0.09428985461899315,1.0003592834527817,0.6242227492476076,0.3887234098792068,0.23924242865031972,0.7752698488846247,1
105,0,beta0_id26,14,14,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.0749,2023-12-16T05:00:00Z,18:00:00,0.242,0,2023-12-17T05:00:00Z,0.2011,0,2024-01-03T05:00:00Z,female,2024-01-11T05:00:00Z,0,NA,21,4,0,0,436825,31,0.009663146132657343,1,1,6,23,8,17,rep105,20992,0.13748987645619615,1.070543867164813,137.05635039546408,1.0522127412167332,93.53558991116856,1.3316969372414325,5.554497114326232,1.3170897531658077,6.148790921638705,0.22473052832735452,-0.3675457458488776,-0.07040757761682631,0.7498899788040162,0.27414017632327886,0.25024429235891943,0.3790165835472568,0.398302415567241,0.5291970802919708,20.08779952271161,-0.03064683347483345,56.347901026829696,1.6173593623845062,0.10613243827145004,-0.25734038746259835,-0.09256598082171295,0.26389792019415664,0.18356125091219164,0.930783155487805,1
106,5,beta5_id32,15,15,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.004,2023-12-16T05:00:00Z,18:00:00,0.0053,0,NA,NA,0,NA,NA,2023-12-20T05:00:00Z,0,could not find on death date,21,4,0,0,436826,9,0.0023186964523882352,0,0,NA,NA,NA,NA,rep106,1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2963263101026472,1
107,-5,beta-5_id32,16,16,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,16:38:00,0.0148,2023-12-16T05:00:00Z,18:00:00,0.0897,0,2023-12-22T05:00:00Z,0.2618,0,2024-01-11T05:00:00Z,male,2024-01-22T05:00:00Z,1,NA,21,4,0,0,436820,42,0.014846280595671639,1,1,11,31,11,20,rep107,6357,0.10386319989841213,0.8308479106065184,52.547732370004184,0.9298939674266368,42.31559283505187,1.890156264338096,3.3684220897775226,2.1673858739542755,2.8402943156009153,0.03153297403226002,-0.26624190139304127,0.6420595993526278,0.4560221882920307,0.40324087109629736,0.30079225592627756,0.49437438580905246,0.20784696033368577,0.7412513255567338,15.35502292364557,0.06742112171650039,130.09951532898174,1.511444053727118,0.19436427156348815,0.19081069256515765,0.0422651573207895,0.2603490687755812,0.18795022552814836,1.0271354412458706,1
108,5,beta5_id29,17,17,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0468,2023-12-16T05:00:00Z,18:00:00,0.1933,0,2023-12-21T05:00:00Z,0.2924,0,2024-01-08T05:00:00Z,male,2024-01-22T05:00:00Z,0,escaped retreived 10:30 12-13-2023 (deleted s120022 - s150298 frames when the cats is outside of the arena),21,4,0,0,433951,42,0.011721984985873422,1,1,10,28,14,18,rep108,13718,0.1263627262017065,1.4020784135637152,297.6340051205994,1.3492118896913858,435.4002777940031,1.0681575419604163,9.424363456719098,1.140952075732934,9.100787036560686,-0.1812286723001244,-0.19549546428671888,-0.23220965381719097,0.35041141155193384,0.4123863309462771,0.4301698167316384,0.28863852679477153,0.32440658914223364,0.5732546705998034,52.29601627937053,0.0563181164055252,22.261992376533616,1.5945104457795034,0.13784202341141047,0.05349040083754105,0.06199072862644257,0.23010760168039765,0.24698974499112175,0.8644117218253389,1
109,-5,beta-5_id28,18,18,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.1433,2023-12-16T05:00:00Z,18:00:00,0.1134,0,NA,NA,0,NA,NA,2023-12-18T05:00:00Z,0,NA,21,4,0,0,435389,7,-0.001934040855706401,0,0,NA,NA,NA,NA,rep109,10345,0.21328972378440855,2.4121356587386265,114.08313734213996,2.446280618920089,86.54074493863226,0.9159274288235476,9.76718734535114,0.9167267802242596,10.710804242290733,-0.1760987188798499,0.3993012003173206,-0.08169951848204915,0.133649716562645,0.300381079020365,0.3873679443706782,0.3144507304031281,0.3536857563411358,0.5210577864838394,33.77433261834033,-0.0401623444557978,27.232445995503173,1.624011663820137,0.12785901198783073,-0.21161716881470105,-0.3232882573657689,0.23746572574667435,0.17150957633334907,0.9049299178347028,1
110,5,beta5_id30,19,19,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0597,2023-12-13T05:00:00Z,10:43:00,NA,1,NA,NA,NA,NA,NA,2023-12-13T05:00:00Z,0,NA,21,4,0,0,73529,2,NA,0,0,NA,NA,NA,NA,rep110,384,4.061914407339608e-4,0.3246960289869931,77.27796014425482,0.5246056181101899,28.802286399153623,-5.064016445768746,-21.18291081088337,2.5919981534697096,0.4467636175315199,0.7134219696469658,0.388907953061322,0.5714432409638927,0.28721394133725575,0.8199859320813239,-6.1023910002872e-4,0.43185825698165103,0.30078046410463577,0.01030927835051546,10.383069338261464,0.0115764501643302,44.19128467352665,1.48808792540304,0.6029525883914493,NA,NA,NA,NA,0.5,1
111,-5,beta-5_id30,20,20,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0122,2023-12-16T05:00:00Z,18:00:00,0.1424,0,2023-12-21T05:00:00Z,0.2363,0,2024-01-04T05:00:00Z,female,2024-01-17T05:00:00Z,0,NA,21,4,0,0,435397,37,0.020307471464782352,1,1,10,24,13,14,rep111,6938,0.4043238488445147,0.6508084525246718,116.95348761238786,0.5425494826876697,116.15509972320996,1.1140430740245026,8.201271532533648,1.5190656971712218,4.8721688449142055,-0.02815288726379322,0.17556862711552404,-0.071775149579827,0.2005048455589988,0.5823960445533924,0.04341269695889055,0.2867683752393719,0.2113322536949573,0.3400473933649289,23.64139851553615,-0.06436014046905401,73.33210407953496,1.6154715471952166,0.27795639087583174,-0.7899665189432767,-0.5951258760656309,0.29566068207802193,0.5058398341201874,0.4672816373594696,1
112,-5,beta-5_id26,21,21,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0632,2023-12-16T05:00:00Z,16:20:00,0.2653,0,2023-12-16T05:00:00Z,0.2315,1,2024-01-03T05:00:00Z,male,2024-01-13T05:00:00Z,0,time lapse files corrupted by usb drive that failed,21,4,0,1,395750,33,0.012021427039029739,1,1,5,23,10,18,rep112,13931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5433924341396884,1
113,-5,beta-5_id31,22,22,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0129,2023-12-16T05:00:00Z,18:00:00,0.1476,0,2023-12-20T05:00:00Z,0.2241,0,2024-01-07T05:00:00Z,female,2024-01-17T05:00:00Z,0,pupal weight taken at prepupal stage,21,4,0,0,434679,37,0.020142798353708646,1,1,9,27,10,18,rep113,8938,0.3940937917653798,0.32870770491147894,327.56409963524595,0.5014633191197857,61.88567124074578,1.0760894326557089,7.165238950075675,1.4413004837578975,4.980892329546204,0.146873988108376,0.22541921979380675,-0.15617104552459654,0.3987868133198719,0.5719679713601294,0.44416111769188,0.43527839297753546,0.30434974447146346,0.309452736318408,19.513975769386494,0.13526386669926074,95.64254368483778,1.5431600526395168,0.1967297432739229,-0.1559006520763611,-0.12555564215272202,0.2696784759956515,0.23049051322675,0.4202282389796375,1
114,-5,beta-5_id25,23,23,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0095,2023-12-16T05:00:00Z,18:00:00,0.0471,0,2023-12-23T05:00:00Z,0.2981,0,2024-01-14T05:00:00Z,male,2024-01-25T05:00:00Z,1,NA,21,4,0,0,434677,45,0.013231249606742787,1,1,12,34,11,22,rep114,4426,0.13710764191347333,0.5839606973251743,68.75635104280774,0.6114489588693639,72.95752144953782,1.0095897796122677,6.2069738503271346,1.1547436338334232,5.3742289586412735,-0.12754273411361117,0.04676451601887516,0.02063408958785612,0.2543876623503711,0.4822574313428096,0.36853438161887386,0.411533036877512,0.47941089592412983,0.4106925880923451,16.076101435099208,0.03304727738890292,57.989362519651294,1.5692126853536328,0.2593820766665515,0.02123851698903595,-0.28558313541825886,0.23976728716292403,0.20710294969298187,1.03524627202892,1
115,-5,beta-5_id29,24,24,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0705,2023-12-16T05:00:00Z,15:58:00,0.3088,0,2023-12-16T05:00:00Z,0.2557,1,2024-01-03T05:00:00Z,male,2024-01-17T05:00:00Z,0,NA,21,4,0,0,421340,37,0.012415924138406264,1,1,5,23,14,18,rep115,16298,0.19647992719591328,0.4960979093346103,231.51651768713137,0.5701122829262627,199.7133699009814,1.634830626104963,5.0741116486661895,1.7299359930878275,4.421999543855971,-0.197029868484703,-0.08326041791481781,0.02373257094125164,0.36750223929157955,0.3406830642555744,0.41983792770235673,0.357301291547841,0.39311640255590713,0.48415841584158414,21.780214720503793,-0.04105527190269825,72.27163011795108,1.6297670121403929,0.24480198212035303,0.2051976815960213,0.01636585709909466,0.20103474575993313,0.16583056195335455,1.0327033991900847,1
116,const,NA,25,25,1.5 mg/g,constant,1.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0095,2023-12-16T05:00:00Z,18:00:00,0.0346,0,2023-12-26T05:00:00Z,0.3183,0,NA,NA,2024-01-22T05:00:00Z,0,NA,21,4,0,0,435391,15,0.010682329615348622,1,0,15,NA,NA,NA,rep116,13170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0
117,const,NA,26,26,0 mg/g,constant,0 mg/g,0 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0671,2023-12-16T05:00:00Z,13:37:00,0.3157,0,2023-12-16T05:00:00Z,0.2757,1,2024-01-03T05:00:00Z,female,2024-01-13T05:00:00Z,0,actually really big,21,4,0,0,388542,33,0.013279477075200597,1,1,5,23,10,18,rep117,7976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
118,const,NA,27,27,0.5 mg/g,constant,0.5 mg/g,0.5 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0092,2023-12-16T05:00:00Z,18:00:00,0.0475,0,2023-12-22T05:00:00Z,0.2365,0,2024-01-09T05:00:00Z,female,2024-01-22T05:00:00Z,0,NA,21,4,0,0,435398,42,0.013566332454426455,1,1,11,29,13,18,rep118,1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1
119,const,NA,28,28,1 mg/g,constant,1 mg/g,1 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0087,2023-12-16T05:00:00Z,16:20:00,0.0261,0,2023-12-29T05:00:00Z,0.2964,0,2024-01-17T05:00:00Z,male,2024-01-25T05:00:00Z,0,NA,21,4,0,0,428904,45,0.009206248229062373,1,1,18,37,8,19,rep119,2925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
120,const,NA,29,29,1 mg/g,constant,1 mg/g,1 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0584,2023-12-16T05:00:00Z,18:00:00,0.2854,0,2023-12-17T05:00:00Z,0.2105,0,2024-01-03T05:00:00Z,female,2024-01-13T05:00:00Z,0,NA,21,4,0,0,434677,33,0.013112196819905409,1,1,6,23,10,17,rep120,9516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
121,const,NA,30,30,2 mg/g,constant,2 mg/g,2 mg/g,2023-12-11T05:00:00Z,2023-12-11T05:00:00Z,17:00:00,0.0564,2023-12-16T05:00:00Z,18:00:00,0.2509,0,2023-12-18T05:00:00Z,0.2527,0,2024-01-04T05:00:00Z,female,2024-01-17T05:00:00Z,0,NA,21,4,0,0,434678,37,0.01233541566006912,1,1,7,24,13,17,rep121,3487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
122,5,beta5_id18,NA,NA,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-04T05:00:00Z,2023-12-08T05:00:00Z,10:00:00,0.0133,2023-12-13T05:00:00Z,11:12:00,0.0577,0,2023-12-21T05:00:00Z,0.2983,0,2024-01-09T05:00:00Z,female,2024-01-15T05:00:00Z,0,"replaced rep76, no camera footage",21,3,0,0,NA,38,0.012108029193781731,1,1,13,32,6,19,rep122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
123,0,beta0_id23,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-08T05:00:00Z,10:00:00,0.0087,2023-12-13T05:00:00Z,11:12:00,0.0279,0,2023-12-22T05:00:00Z,0.253,0,2024-01-11T05:00:00Z,male,2024-01-22T05:00:00Z,1,"replaced rep75, no camera footage",21,3,0,0,NA,45,0.009614716692795231,1,1,14,34,11,20,rep123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
124,5,beta5_id21,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-08T05:00:00Z,10:00:00,0.0057,2023-12-13T05:00:00Z,11:12:00,0.0679,0,2023-12-21T05:00:00Z,0.289,0,2024-01-07T05:00:00Z,female,2024-01-15T05:00:00Z,1,"replaced rep69, no camera footage",21,3,0,0,NA,38,0.02044199554227843,1,1,13,30,8,17,rep124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
125,0,beta0_id19,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-08T05:00:00Z,10:00:00,0.005,2023-12-13T05:00:00Z,11:12:00,0.0332,0,2023-12-21T05:00:00Z,0.2753,0,2024-01-07T05:00:00Z,female,2024-01-22T05:00:00Z,1,"replaced rep70, no camera footage",21,3,0,0,NA,45,0.01561973567234606,1,1,13,30,15,17,rep125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
126,-5,beta-5_id23,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-11T05:00:00Z,09:39:00,0.0028,2023-12-13T05:00:00Z,10:43:00,NA,1,NA,NA,0,NA,NA,2023-12-13T05:00:00Z,0,"replaced rep71, no camera footage",21,3,0,0,NA,2,NA,0,0,NA,NA,NA,NA,rep126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
127,-5,beta-5_id23,NA,NA,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-04T05:00:00Z,2023-12-13T05:00:00Z,10:43:00,0.0117,2023-12-16T05:00:00Z,13:14:00,0.044,0,2023-12-25T05:00:00Z,0.2536,0,2024-01-11T05:00:00Z,female,2024-01-19T05:00:00Z,0,"replaced rep126 / rep71, no camera footage",21,3,0,0,NA,37,0.017775899692881465,1,1,12,29,8,17,rep127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
128,5,beta5_id30,NA,NA,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-11T05:00:00Z,2023-12-13T05:00:00Z,10:43:00,0.0123,2023-12-16T05:00:00Z,13:14:00,0.0225,0,2023-12-27T05:00:00Z,0.2341,0,2024-01-15T05:00:00Z,female,2024-01-23T05:00:00Z,1,"replaced rep110, no camera footage",21,3,0,0,NA,41,0.008104442587770107,1,1,14,33,8,19,rep128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
129,-5,beta-5_id37,1,1,1 mg/g,low_var,0.5 mg/g,1.5 mg/g,2023-12-18T05:00:00Z,2023-12-18T05:00:00Z,16:35:00,0.028,2023-12-23T05:00:00Z,17:14:00,0.1286,0,2023-12-27T05:00:00Z,0.2414,0,NA,NA,2024-01-22T05:00:00Z,0,NA,21,5,0,0,433945,9,0.01263574224308591,1,0,9,NA,NA,NA,rep129,3827,0.10682583687092496,0.6781953778166266,357.3273788173475,0.9091144710472177,61.90161377179282,1.2954226280909729,6.119583550813227,1.1494420235514733,4.93265840314059,-0.1019213118550764,0.19746395713827808,-0.35142784029994106,-0.02453908567527052,0.375465411919325,0.3425031455640279,0.4749544960064247,0.22249728235468252,0.6355511420059583,19.173415886173476,0.00236702266160283,58.98698655921916,1.573578360712349,0.10614676318247825,0.17298854189224383,-0.18657013826775035,0.29452559426602937,0.29134928879490346,1.1284295793049386,0
130,0,beta0_id36,2,2,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T05:00:00Z,2023-12-18T05:00:00Z,16:35:00,0.0277,2023-12-23T05:00:00Z,17:19:00,0.1775,0,2023-12-27T05:00:00Z,0.2696,0,NA,NA,2024-01-22T05:00:00Z,0,NA,21,5,0,0,434306,9,0.01538546269234272,1,0,9,NA,NA,NA,rep130,8782,0.6522484304384312,1.0604820217041733,45.2000970233609,0.8389493570911499,101.6993687694942,1.037900127495156,8.109641934299367,1.6784422791932156,3.799966753220113,0.13882619741084162,0.2707448340191643,-0.29067516391561843,-0.10898505776119284,0.4421859384033402,0.13735804930356935,0.336986520986044,0.4060427029839789,0.41368078175895767,16.31028067469378,-0.03038878599574379,71.27000847874032,1.6035115267766138,0.2085360937460944,0.05158104055464955,-0.2837195941581546,0.225698868056651,0.2277471731326023,0.2901389205192439,0
131,-5,beta-5_id39,3,3,1 mg/g,high_var,0 mg/g,2 mg/g,2023-12-18T05:00:00Z,2023-12-18T05:00:00Z,16:35:00,0.0298,2023-12-22T05:00:00Z,10:00:00,NA,1,NA,NA,0,NA,NA,2023-12-22T05:00:00Z,0,cat outside of chamber between s17662 - s173726,21,5,0,0,313569,4,NA,0,0,NA,NA,NA,NA,rep131,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7632600258732212,1
