var,target,only,cat_size,exclude,val
beta_numeric_scale,RGR_scale,select_scale,-2,NA,0.004146113015901377
var_high,RGR_scale,select_scale,-2,NA,0.046258695113650806
beta_numeric_scale,RGR_scale,sl_mean_obs_log_scale,2,NA,-0.017896192466705832
var_high,RGR_scale,sl_mean_obs_log_scale,2,NA,-0.0722225037679276
beta_numeric_scale,RGR_scale,area_herb_log_scale,2,NA,0
var_high,RGR_scale,area_herb_log_scale,2,NA,-0.22276367643126
beta_numeric_scale,RGR_scale,mean_toxic_conc_scale,2,NA,0.0253926913509834
var_high,RGR_scale,mean_toxic_conc_scale,2,NA,0.3105044244340042
beta_numeric_scale,RGR_scale,var_toxic_12_scale,2,NA,0
var_high,RGR_scale,var_toxic_12_scale,2,NA,0
beta_numeric_scale,RGR_scale,select_scale,2,NA,-0.015213978097339468
var_high,RGR_scale,select_scale,2,NA,-0.07723687708823486
beta_numeric_scale,sl_mean_obs_log_scale,NA,-2,NA,0.1482315936975858
var_high,sl_mean_obs_log_scale,NA,-2,NA,-0.45524497051076573
beta_numeric_scale,area_herb_log_scale,NA,-2,NA,0
var_high,area_herb_log_scale,NA,-2,NA,1.688916
beta_numeric_scale,mean_toxic_conc_scale,NA,-2,NA,0.036553729392588115
var_high,mean_toxic_conc_scale,NA,-2,NA,-1.0205882602978091
beta_numeric_scale,var_toxic_12_scale,NA,-2,NA,0.0696199949782684
var_high,var_toxic_12_scale,NA,-2,NA,1.7094625384355733
beta_numeric_scale,select_scale,NA,-2,NA,-0.07544906702080001
var_high,select_scale,NA,-2,NA,-0.8417945614455999
beta_numeric_scale,sl_mean_obs_log_scale,NA,2,NA,0.12482130690398802
var_high,sl_mean_obs_log_scale,NA,2,NA,0.503733256387486
beta_numeric_scale,area_herb_log_scale,NA,2,NA,0
var_high,area_herb_log_scale,NA,2,NA,-0.8986849
beta_numeric_scale,mean_toxic_conc_scale,NA,2,NA,-0.1341322911898497
var_high,mean_toxic_conc_scale,NA,2,NA,-1.6401833621431223
beta_numeric_scale,var_toxic_12_scale,NA,2,NA,-0.12700157285208363
var_high,var_toxic_12_scale,NA,2,NA,1.6019860843168543
beta_numeric_scale,select_scale,NA,2,NA,0.2768570101
var_high,select_scale,NA,2,NA,1.4055213385544
sl_mean_obs_log_scale,RGR_scale,NA,-2,NA,-0.1433745
area_herb_log_scale,RGR_scale,NA,-2,NA,0.8999419
mean_toxic_conc_scale,RGR_scale,NA,-2,NA,-0.1893108
var_toxic_12_scale,RGR_scale,NA,-2,NA,0
select_scale,RGR_scale,NA,-2,NA,-0.05495247561853038
sl_mean_obs_log_scale,RGR_scale,NA,2,NA,-0.1433745
area_herb_log_scale,RGR_scale,NA,2,NA,0.2478774
